#{"t_start": 1627262560.045237, "env_id": "SlimeVolley-v0"}
r,l,t
0,3000,11334.752943
1,3000,11337.459005
1,3000,11340.429437
0,3000,11343.285556
1,3000,11345.965143
0,3000,11348.625471
0,3000,11351.196752
1,3000,11353.762515
0,3000,11356.395444
0,3000,11359.031024
0,3000,11361.691806
0,3000,11364.453693
0,3000,11367.451195
-1,3000,11370.215242
0,3000,11372.875396
0,3000,11375.512586
0,3000,11378.031392
-1,3000,11380.921814
0,3000,11383.41906
1,3000,11385.79663
1,3000,11388.641527
0,3000,11391.207764
0,3000,11393.703633
-1,3000,11396.620272
1,3000,11399.459382
0,3000,11402.031539
1,3000,11405.142398
0,3000,11409.313067
-1,3000,11414.285701
1,3000,11418.931047
0,3000,11423.879182
0,3000,11428.710826
-1,3000,11433.486058
-1,3000,11438.529144
0,3000,11443.406919
0,3000,11448.854612
1,3000,11453.578368
0,3000,11459.686882
0,3000,11465.143647
-1,3000,11470.517406
0,3000,11475.378504
-1,3000,11479.80319
0,3000,11485.365328
0,3000,11490.346259
0,3000,11495.70395
0,3000,11502.240155
1,3000,11507.161652
0,3000,11511.939174
0,3000,11517.220164
0,3000,11521.998912
0,3000,11526.602232
1,3000,11531.113036
1,3000,11535.590111
1,3000,11540.191395
0,3000,11544.675132
0,3000,11549.143435
0,3000,11553.564442
2,3000,11558.095078
0,3000,11562.818649
0,3000,11567.52059
0,3000,11572.320211
0,3000,11576.784502
0,3000,11580.986099
-1,3000,11585.428724
0,3000,11589.852365
-1,3000,11594.382099
0,3000,11598.856658
1,3000,11604.076395
0,3000,11608.887631
0,3000,11613.421127
0,3000,11617.816523
0,3000,11622.551423
0,3000,11627.327209
0,3000,11631.901626
0,3000,11636.742512
-1,3000,11641.296093
-1,3000,11645.60393
0,3000,11650.217207
0,3000,11654.563492
0,3000,11658.913004
0,3000,11663.443241
-1,3000,11669.524519
0,3000,11676.327338
0,3000,11682.211983
1,3000,11686.709554
0,3000,11691.733027
1,3000,11696.848402
0,3000,11701.211667
0,3000,11705.824724
0,3000,11710.461525
-1,3000,11714.681234
2,3000,11719.257755
0,3000,11723.772938
0,3000,11728.323533
0,3000,11733.202592
0,3000,11737.925621
0,3000,11742.256311
1,3000,11746.647937
-1,3000,11751.075452
-1,3000,11755.396748
0,3000,11759.724978
0,3000,11764.136511
-1,3000,11768.449837
0,3000,11772.852106
0,3000,11777.137706
-1,3000,11781.525572
0,3000,11785.858096
0,3000,11790.210483
-1,3000,11794.443552
-1,3000,11798.783785
-1,3000,11803.185261
-1,3000,11807.486493
-1,3000,11811.777272
0,3000,11816.079719
0,3000,11820.456321
0,3000,11824.828303
1,3000,11829.140316
-1,3000,11833.497574
0,3000,11837.867009
0,3000,11841.991367
0,3000,11846.346132
-2,3000,11850.70843
-1,3000,11855.022456
0,3000,11859.35397
0,3000,11863.671746
0,3000,11868.029138
0,3000,11872.406214
0,3000,11876.722974
0,3000,11881.024168
0,3000,11885.317301
0,3000,11889.601339
0,3000,11893.879827
0,3000,11898.193572
1,3000,11902.292552
1,3000,11906.689976
0,3000,11911.053962
3,3000,11915.378587
0,3000,11919.720842
2,3000,11924.096
0,3000,11928.428121
0,3000,11932.768829
0,3000,11937.113256
0,3000,11941.521977
1,3000,11945.793136
0,3000,11950.189459
0,3000,11954.495778
0,3000,11958.776914
-1,3000,11962.919424
-1,3000,11967.368265
0,3000,11971.827169
0,3000,11976.389868
0,3000,11980.740854
0,3000,11985.160133
0,3000,11989.465968
0,3000,11993.877785
0,3000,11998.480735
1,3000,12002.805113
0,3000,12007.157109
0,3000,12011.491112
0,3000,12015.829852
-1,3000,12020.150636
1,3000,12024.396157
0,3000,12028.757073
0,3000,12033.085593
0,3000,12037.56969
-1,3000,12041.835219
-1,3000,12046.273468
0,3000,12050.712375
0,3000,12055.205097
0,3000,12059.664174
1,3000,12064.098668
0,3000,12068.54528
1,3000,12073.009884
0,3000,12077.774925
0,3000,12087.209864
-1,3000,12091.871844
0,3000,12096.454023
0,3000,12101.109536
0,3000,12105.624436
2,3000,12110.136468
0,3000,12114.543692
1,3000,12118.828619
0,3000,12123.183843
0,3000,12127.500401
0,3000,12132.112193
1,3000,12137.695212
0,3000,12143.007208
-1,3000,12148.001779
1,3000,12152.557531
0,3000,12156.878365
0,3000,12160.905454
0,3000,12165.316758
-1,3000,12169.652195
0,3000,12173.902567
0,3000,12178.215767
0,3000,12182.545026
0,3000,12186.895303
0,3000,12191.216666
1,3000,12195.519039
0,3000,12199.849362
2,3000,12204.328225
0,3000,12208.619483
0,3000,12212.95664
-1,3000,12217.207642
0,3000,12221.277923
1,3000,12225.509006
0,3000,12229.852005
0,3000,12234.268276
1,3000,12238.536884
-1,3000,12244.008325
-1,3000,12249.896872
-1,3000,12254.21751
1,3000,12258.648556
-2,3000,12263.006489
0,3000,12267.292372
0,3000,12271.64397
0,3000,12275.942944
0,3000,12280.242882
0,3000,12284.444552
2,3000,12288.756602
-1,3000,12293.048035
0,3000,12297.389858
1,3000,12301.713337
0,3000,12306.041155
-1,3000,12310.379632
-1,3000,12314.749281
0,3000,12319.156277
1,3000,12323.48383
-2,3000,12327.863323
1,3000,12332.218238
0,3000,12336.564549
0,3000,12340.888666
0,3000,12345.006142
1,3000,12349.335447
0,3000,12353.725403
-1,3000,12358.077222
2,3000,12362.494276
-2,3000,12366.834148
0,3000,12371.165125
1,3000,12375.483474
0,3000,12379.840473
0,3000,12384.233604
0,3000,12388.577824
0,3000,12392.974754
0,3000,12397.308096
0,3000,12401.742182
0,3000,12406.134192
1,3000,12410.249249
0,3000,12414.566132
-1,3000,12418.966793
0,3000,12423.321172
0,3000,12427.656617
1,3000,12432.022429
3,3000,12436.403447
1,3000,12440.761817
1,3000,12445.139165
0,3000,12449.444324
0,3000,12453.846899
0,3000,12458.231901
1,3000,12462.570669
0,3000,12466.967889
0,3000,12471.078854
-1,3000,12475.45836
0,3000,12479.922013
0,3000,12484.24143
0,3000,12488.622885
0,3000,12493.267067
0,3000,12497.616031
-3,3000,12501.986509
-1,3000,12506.328671
0,3000,12510.660915
0,3000,12515.039355
-1,3000,12519.484801
0,3000,12523.784749
0,3000,12528.1264
-1,3000,12532.219992
-1,3000,12536.564651
0,3000,12540.930305
-1,3000,12545.296063
-1,3000,12549.640943
-4,3000,12554.048433
0,3000,12558.428926
-1,3000,12562.821722
1,3000,12567.163979
0,3000,12571.564962
-1,3000,12575.893781
0,3000,12580.252285
-2,3000,12584.797197
-1,3000,12589.191735
1,3000,12593.298633
-1,3000,12597.655296
0,3000,12602.050333
-1,3000,12606.361251
-2,3000,12610.687221
0,3000,12615.043576
-1,3000,12619.411766
0,3000,12623.717289
1,3000,12628.073698
0,3000,12632.46281
0,3000,12636.850959
1,3000,12641.233115
0,3000,12645.617699
0,3000,12649.974827
0,3000,12654.144332
0,3000,12658.499306
0,3000,12662.896365
-1,3000,12667.267994
0,3000,12671.619284
0,3000,12676.04277
0,3000,12680.416782
0,3000,12684.768423
0,3000,12689.123486
0,3000,12693.501716
0,3000,12697.909338
0,3000,12702.482111
1,3000,12706.862683
0,3000,12711.261143
0,3000,12715.632512
0,3000,12719.765189
1,3000,12724.253281
0,3000,12728.685609
0,3000,12733.72783
0,3000,12738.535856
0,3000,12743.284688
1,3000,12747.774582
1,3000,12752.239494
0,3000,12756.731925
1,3000,12761.192376
-1,3000,12765.648566
0,3000,12770.120607
0,3000,12774.596319
0,3000,12779.065124
0,3000,12783.285918
1,3000,12787.636344
0,3000,12791.98917
1,3000,12796.422884
0,3000,12800.864553
1,3000,12805.277569
-1,3000,12809.667434
1,3000,12814.04456
-1,3000,12818.436061
0,3000,12822.809043
0,3000,12827.191182
-1,3000,12831.620805
0,3000,12836.099701
0,3000,12840.569308
1,3000,12844.738345
1,3000,12849.063953
0,3000,12853.452683
0,3000,12857.831519
1,3000,12862.20161
0,3000,12866.658969
2,3000,12871.092122
1,3000,12875.631491
-1,3000,12880.059298
1,3000,12884.419057
0,3000,12888.79264
0,3000,12893.179796
-1,3000,12897.591046
0,3000,12902.143587
0,3000,12906.331522
1,3000,12910.729696
0,3000,12915.110174
0,3000,12919.531062
1,3000,12924.122456
1,3000,12928.586953
0,3000,12932.973083
0,3000,12937.380744
0,3000,12941.789918
0,3000,12946.197427
-1,3000,12950.461519
0,3000,12954.868081
0,3000,12959.265379
-1,3000,12963.716915
-1,3000,12968.107206
0,3000,12972.251022
-2,3000,12976.686434
0,3000,12981.156696
0,3000,12985.597265
0,3000,12989.951456
-1,3000,12994.41914
0,3000,12998.841923
0,3000,13003.376097
1,3000,13007.786983
0,3000,13012.231788
0,3000,13016.600572
0,3000,13020.958382
2,3000,13025.325311
0,3000,13029.718595
0,3000,13033.889528
1,3000,13038.296159
0,3000,13042.732486
0,3000,13047.058067
0,3000,13051.436112
0,3000,13055.827363
0,3000,13060.202823
0,3000,13064.680261
0,3000,13069.107318
1,3000,13073.505186
3,3000,13077.837314
0,3000,13082.203985
-1,3000,13086.664825
0,3000,13091.09271
0,3000,13095.21609
0,3000,13099.654998
0,3000,13104.066419
0,3000,13108.464962
0,3000,13112.899843
-1,3000,13117.273006
-1,3000,13121.859244
0,3000,13126.223685
-1,3000,13130.65154
0,3000,13135.081896
-1,3000,13140.065051
0,3000,13144.63396
0,3000,13149.389544
0,3000,13154.021435
0,3000,13158.533046
1,3000,13163.748887
0,3000,13168.320963
0,3000,13172.899683
2,3000,13177.444323
1,3000,13181.980209
-1,3000,13186.481376
0,3000,13190.940341
-1,3000,13195.404167
0,3000,13199.874135
0,3000,13204.337441
1,3000,13208.851995
0,3000,13213.335385
0,3000,13217.697407
0,3000,13221.896756
0,3000,13226.339352
0,3000,13230.758255
0,3000,13235.19587
0,3000,13239.642268
0,3000,13244.101944
-1,3000,13248.530653
0,3000,13253.019192
0,3000,13257.520096
0,3000,13261.932131
0,3000,13266.357431
0,3000,13270.735785
0,3000,13275.193707
-2,3000,13279.668819
0,3000,13284.110067
-1,3000,13288.262373
0,3000,13292.765731
-2,3000,13297.215327
1,3000,13301.735833
0,3000,13306.263912
-2,3000,13310.66496
1,3000,13315.067928
-1,3000,13319.489324
1,3000,13323.922679
0,3000,13328.409692
-1,3000,13332.859669
0,3000,13337.070808
2,3000,13341.46765
1,3000,13345.918535
0,3000,13350.168955
0,3000,13354.62398
1,3000,13359.162387
0,3000,13363.639424
0,3000,13368.033433
-1,3000,13372.500835
0,3000,13376.958446
0,3000,13381.429822
0,3000,13385.841193
-1,3000,13390.208695
-4,1941,13393.157558
-5,696,13394.017733
-2,3000,13398.489179
-1,3000,13403.187237
-4,3000,13407.699051
0,3000,13412.154572
0,3000,13416.60372
0,3000,13421.543545
-1,3000,13426.032901
0,3000,13430.981626
-1,3000,13435.512208
0,3000,13440.025376
1,3000,13444.512578
1,3000,13448.998785
0,3000,13453.21605
3,3000,13457.592385
-1,3000,13462.051131
1,3000,13466.454708
0,3000,13470.862717
-1,3000,13475.522905
1,3000,13480.048392
-1,3000,13484.899394
0,3000,13489.859215
-1,3000,13494.671986
-1,3000,13499.157752
2,3000,13503.575181
0,3000,13508.487441
-1,3000,13512.959388
0,3000,13517.139205
-1,3000,13521.512269
0,3000,13525.94657
0,3000,13530.533507
0,3000,13535.219079
-1,3000,13539.93817
1,3000,13544.490252
1,3000,13549.195748
1,3000,13554.229089
0,3000,13558.886913
1,3000,13563.729546
0,3000,13568.349099
1,3000,13572.870522
-1,3000,13577.572119
0,3000,13582.287124
0,3000,13586.769089
1,3000,13591.422313
1,3000,13596.330008
2,3000,13601.517408
1,3000,13606.197536
-1,3000,13610.820135
1,3000,13615.423563
0,3000,13620.165145
0,3000,13624.725293
1,3000,13629.503329
-1,3000,13634.757913
1,3000,13639.644453
0,3000,13644.465306
-1,3000,13649.302346
-2,3000,13653.801234
-1,3000,13658.506267
-1,3000,13663.169487
-1,3000,13667.883957
-3,3000,13672.613682
-3,3000,13677.490415
0,3000,13682.375232
-1,3000,13686.964262
-1,3000,13691.701897
0,3000,13696.466803
0,3000,13701.36228
0,3000,13706.064054
-1,3000,13711.003045
0,3000,13715.683994
0,3000,13720.381516
0,3000,13724.971751
1,3000,13729.848947
-3,3000,13734.591851
1,3000,13739.354564
-1,3000,13744.448594
0,3000,13749.299307
-2,3000,13754.419965
-2,3000,13759.664947
-1,3000,13764.341688
0,3000,13768.944457
0,3000,13773.549827
-2,3000,13778.036237
0,3000,13782.650448
0,3000,13786.946061
1,3000,13791.599806
0,3000,13796.174654
0,3000,13800.691456
1,3000,13805.207445
-1,3000,13809.622082
0,3000,13815.99739
0,3000,13820.507601
0,3000,13825.037796
0,3000,13829.565426
-1,3000,13834.109096
0,3000,13838.631732
2,3000,13843.214946
0,3000,13847.863852
0,3000,13852.440343
0,3000,13856.735932
0,3000,13861.369525
0,3000,13865.973326
0,3000,13870.617749
0,3000,13875.225666
0,3000,13879.868625
1,3000,13884.488412
-1,3000,13889.117512
-1,3000,13893.721514
1,3000,13898.372541
1,3000,13903.116337
0,3000,13907.676827
0,3000,13912.345806
1,3000,13917.018908
0,3000,13921.372575
0,3000,13926.329824
-2,3000,13931.021264
0,3000,13937.087258
0,3000,13941.788424
0,3000,13946.46711
0,3000,13951.165338
0,3000,13955.818419
0,3000,13960.51171
0,3000,13965.158699
0,3000,13969.800982
0,3000,13974.447285
-1,3000,13979.145299
3,3000,13983.792703
0,3000,13988.261202
0,3000,13993.017733
3,3000,13997.826958
1,3000,14004.820422
-1,3000,14009.642287
0,3000,14014.482959
-1,3000,14019.246895
0,3000,14024.094379
-1,3000,14028.935496
1,3000,14033.795647
-2,3000,14038.583083
-5,2579,14042.555694
-1,3000,14047.424035
-1,3000,14052.264362
0,3000,14057.109253
-1,3000,14061.954743
-2,3000,14066.884099
-2,3000,14071.806313
0,3000,14076.627965
0,3000,14081.436506
0,3000,14086.57439
1,3000,14091.523406
-1,3000,14096.412137
1,3000,14100.883585
-1,3000,14105.727335
0,3000,14110.592528
0,3000,14115.45028
1,3000,14122.688421
0,3000,14127.639575
0,3000,14132.565432
1,3000,14137.536467
-1,3000,14142.540476
0,3000,14147.561153
0,3000,14152.533593
-1,3000,14157.538459
1,3000,14162.644926
-1,3000,14167.694839
0,3000,14172.242692
1,3000,14177.279701
-1,3000,14182.303261
1,3000,14187.220781
1,3000,14192.176447
0,3000,14197.204726
-1,3000,14202.335413
-1,3000,14207.419899
1,3000,14212.518398
0,3000,14218.42316
-1,3000,14223.417002
1,3000,14228.48465
0,3000,14233.476701
0,3000,14238.561797
0,3000,14243.179346
-1,3000,14248.242778
0,3000,14253.33889
0,3000,14258.560404
0,3000,14263.711938
0,3000,14268.874665
1,3000,14274.001163
1,3000,14281.229181
0,3000,14286.365212
0,3000,14291.552572
0,3000,14296.587856
0,3000,14301.220838
1,3000,14306.929952
-1,3000,14311.318642
0,3000,14314.605982
2,3000,14318.446172
0,3000,14322.208856
0,3000,14326.100284
0,3000,14329.781437
1,3000,14333.692673
0,3000,14337.54073
0,3000,14340.994281
0,3000,14344.255869
-1,3000,14347.446474
0,3000,14350.906259
1,3000,14354.033045
0,3000,14357.46408
0,3000,14360.726452
-1,3000,14364.060073
0,3000,14367.208199
1,3000,14370.373443
1,3000,14373.560212
-1,3000,14376.942358
0,3000,14380.174407
0,3000,14383.419488
0,3000,14386.559468
0,3000,14389.664938
0,3000,14392.876415
0,3000,14396.276124
0,3000,14399.541824
2,3000,14402.691617
1,3000,14405.747706
0,3000,14408.934541
0,3000,14411.70299
0,3000,14414.856667
0,3000,14417.882233
0,3000,14420.958095
0,3000,14423.978792
-2,3000,14427.229614
0,3000,14430.365906
0,3000,14433.418601
0,3000,14436.552088
0,3000,14439.610913
-1,3000,14442.650004
1,3000,14445.684695
0,3000,14448.796341
0,3000,14451.805947
-1,3000,14454.341698
1,3000,14457.452913
0,3000,14460.485221
0,3000,14463.509239
0,3000,14466.66125
0,3000,14469.726615
0,3000,14473.027322
-2,3000,14476.094575
1,3000,14479.176907
-2,3000,14482.238582
0,3000,14485.465865
0,3000,14488.729023
0,3000,14491.709444
0,3000,14494.603596
-1,3000,14497.343999
1,3000,14500.481539
-1,3000,14503.514314
-2,3000,14506.358765
1,3000,14509.369824
0,3000,14512.554447
0,3000,14515.519743
1,3000,14518.537353
-1,3000,14521.597028
-1,3000,14524.386143
0,3000,14527.209823
1,3000,14530.294275
-1,3000,14533.344788
0,3000,14536.313454
0,3000,14538.916084
0,3000,14541.560061
0,3000,14544.375725
-1,3000,14547.45829
0,3000,14550.224184
0,3000,14553.076625
-1,3000,14555.897479
0,3000,14558.835273
0,3000,14561.543296
1,3000,14564.567496
1,3000,14567.273707
-1,3000,14570.066734
0,3000,14572.879783
0,3000,14575.793375
0,3000,14578.61176
0,3000,14581.142762
0,3000,14583.935077
-1,3000,14586.612221
-1,3000,14589.430166
1,3000,14592.130862
0,3000,14595.123494
-1,3000,14598.056609
-1,3000,14601.019476
-1,3000,14604.057616
0,3000,14606.765298
0,3000,14609.646001
1,3000,14612.278953
1,3000,14615.198665
1,3000,14617.982285
1,3000,14620.419078
2,3000,14623.330995
0,3000,14626.117813
-1,3000,14628.953572
1,3000,14631.989861
0,3000,14634.906063
0,3000,14637.536929
0,3000,14640.363529
0,3000,14643.192101
0,3000,14645.775216
1,3000,14648.497371
0,3000,14651.21167
0,3000,14653.867537
1,3000,14656.683672
0,3000,14659.347129
0,3000,14662.324149
0,3000,14665.012192
2,3000,14667.688023
0,3000,14670.277619
0,3000,14673.039556
-1,3000,14675.616696
1,3000,14678.345053
0,3000,14681.000054
2,3000,14683.634257
-1,3000,14686.303195
0,3000,14689.036145
0,3000,14691.684961
-1,3000,14694.381621
-1,3000,14696.670301
0,3000,14699.397189
0,3000,14702.035043
1,3000,14704.71785
0,3000,14707.410726
-1,3000,14710.139066
0,3000,14712.950359
0,3000,14715.695954
0,3000,14718.400707
1,3000,14721.114365
-1,3000,14723.78422
2,3000,14726.364079
0,3000,14729.062681
0,3000,14731.78761
0,3000,14734.398786
1,3000,14736.886106
0,3000,14739.565857
0,3000,14742.198593
2,3000,14744.873307
0,3000,14747.470851
-1,3000,14750.178394
-2,3000,14752.866702
0,3000,14755.493223
1,3000,14758.120572
0,3000,14760.680555
-1,3000,14763.278879
-2,3000,14766.049701
-1,3000,14768.665483
0,3000,14771.378245
2,3000,14773.876097
1,3000,14776.526334
-2,3000,14779.227235
1,3000,14781.963066
0,3000,14785.10901
-1,3000,14787.755481
0,3000,14790.384439
-1,3000,14793.185913
0,3000,14795.805112
-1,3000,14798.437133
-3,3000,14801.210529
0,3000,14803.879866
0,3000,14806.629385
-1,3000,14809.262923
0,3000,14811.705873
-1,3000,14814.342384
0,3000,14817.046475
1,3000,14819.777189
0,3000,14822.563127
2,3000,14825.205205
-1,3000,14827.870695
1,3000,14830.557005
1,3000,14833.321279
-1,3000,14836.006261
0,3000,14838.7358
1,3000,14841.521055
-1,3000,14844.25734
-1,3000,14847.034602
0,3000,14849.434793
0,3000,14852.150683
1,3000,14854.742343
-1,3000,14857.430788
0,3000,14860.073439
0,3000,14862.730423
0,3000,14865.386496
1,3000,14868.175514
0,3000,14870.878452
0,3000,14873.483834
1,3000,14876.231117
1,3000,14878.995027
2,3000,14881.737799
0,3000,14884.592345
0,3000,14887.011127
0,3000,14889.682707
0,3000,14892.417748
-1,3000,14895.121904
2,3000,14897.748662
0,3000,14900.371096
0,3000,14903.108862
0,3000,14905.845936
0,3000,14908.592176
0,3000,14911.172739
-1,3000,14913.770233
1,3000,14916.392055
0,3000,14918.932558
1,3000,14921.7555
-1,3000,14924.415791
0,3000,14926.894199
0,3000,14929.689989
2,3000,14932.329957
0,3000,14935.013919
0,3000,14937.701632
2,3000,14940.556305
0,3000,14943.204063
0,3000,14945.858635
1,3000,14948.427979
-2,3000,14951.134822
-2,3000,14953.869498
-1,3000,14956.751773
-1,3000,14959.426456
1,3000,14962.380397
0,3000,14965.72146
-1,3000,14969.187636
2,3000,14972.380363
-1,3000,14975.745757
0,3000,14978.567736
0,3000,14981.434225
0,3000,14984.248494
0,3000,14986.994255
0,3000,14989.749861
-1,3000,14992.602308
2,3000,14995.415143
0,3000,14998.119786
0,3000,15000.837604
2,3000,15003.595662
0,3000,15006.189463
0,3000,15009.045577
0,3000,15011.79165
-1,3000,15014.622927
0,3000,15017.246996
1,3000,15020.153249
0,3000,15023.047934
0,3000,15025.817347
-2,3000,15028.593716
-1,3000,15031.87147
-1,3000,15034.632877
0,3000,15037.591744
-1,3000,15040.337848
-1,3000,15043.168599
4,3000,15045.599268
0,3000,15048.386654
-1,3000,15051.31464
0,3000,15054.136763
0,3000,15057.127064
1,3000,15060.293192
0,3000,15063.426794
0,3000,15067.06408
0,3000,15069.929077
0,3000,15072.564809
1,3000,15075.440992
0,3000,15078.110196
-1,3000,15080.928971
0,3000,15083.750375
-1,3000,15086.484746
1,3000,15089.132942
2,3000,15092.350216
0,3000,15095.334615
0,3000,15097.998751
0,3000,15101.083447
-2,3000,15104.268008
0,3000,15107.956333
1,3000,15111.082254
0,3000,15114.081587
4,3000,15116.929592
-2,3000,15119.902915
2,3000,15122.79899
0,3000,15125.712298
0,3000,15128.576858
0,3000,15131.224888
0,3000,15133.871385
1,3000,15136.428799
0,3000,15138.981492
1,3000,15142.175429
0,3000,15144.998283
0,3000,15147.929359
0,3000,15150.859194
0,3000,15153.692579
1,3000,15156.480176
0,3000,15159.076647
-1,3000,15161.960454
0,3000,15164.904243
0,3000,15167.696366
0,3000,15170.549047
2,3000,15173.726641
-1,3000,15176.598996
1,3000,15179.284871
0,3000,15182.143421
1,3000,15184.647
-1,3000,15187.817082
-1,3000,15190.600727
0,3000,15193.439027
0,3000,15196.144567
0,3000,15198.753347
0,3000,15202.045992
0,3000,15206.058998
0,3000,15210.71743
0,3000,15214.309613
0,3000,15217.940182
0,3000,15221.592384
0,3000,15225.375049
0,3000,15229.155568
-2,3000,15232.89753
-1,3000,15236.937198
0,3000,15240.442487
-1,3000,15243.317688
-2,3000,15246.195571
0,3000,15249.032374
0,3000,15252.061262
0,3000,15254.649793
0,3000,15257.370481
1,3000,15259.940395
-2,3000,15262.560881
0,3000,15265.322736
0,3000,15267.877161
0,3000,15270.949121
0,3000,15273.859823
1,3000,15276.832281
0,3000,15280.514637
-3,3000,15285.711481
1,3000,15290.591684
0,3000,15297.065187
0,3000,15303.805541
0,3000,15309.936662
1,3000,15315.538731
1,3000,15321.431502
-1,3000,15326.538658
0,3000,15331.622916
0,3000,15336.672113
1,3000,15341.783125
-1,3000,15347.156747
0,3000,15352.656243
0,3000,15357.813912
1,3000,15362.592296
0,3000,15367.859283
-2,3000,15373.23021
1,3000,15378.33869
-1,3000,15383.608227
0,3000,15388.759436
0,3000,15394.150431
1,3000,15400.024003
1,3000,15405.756815
1,3000,15410.72572
0,3000,15415.437623
0,3000,15420.059595
0,3000,15424.922588
0,3000,15430.234364
0,3000,15435.321133
0,3000,15440.148098
0,3000,15444.936235
0,3000,15450.307035
-1,3000,15455.154976
0,3000,15460.166858
0,3000,15465.857844
-1,3000,15470.985145
0,3000,15477.706225
1,3000,15483.635636
1,3000,15489.594248
2,3000,15494.873951
0,3000,15500.018778
-1,3000,15506.509579
0,3000,15511.972577
0,3000,15515.631863
0,3000,15518.60458
0,3000,15521.492587
0,3000,15524.307448
-1,3000,15527.13532
0,3000,15529.827167
1,3000,15532.365618
0,3000,15535.37725
1,3000,15538.328745
-1,3000,15541.706307
0,3000,15544.534244
0,3000,15547.322866
-1,3000,15550.204324
0,3000,15552.825378
-1,3000,15555.566074
0,3000,15558.261007
0,3000,15561.088985
-1,3000,15563.750479
0,3000,15566.336498
-2,3000,15569.300814
1,3000,15572.027497
0,3000,15574.630917
1,3000,15577.237736
1,3000,15580.048993
-1,3000,15582.847016
0,3000,15585.976441
0,3000,15588.75861
1,3000,15591.464389
0,3000,15594.422181
1,3000,15597.193074
0,3000,15600.1453
0,3000,15603.116323
-1,3000,15606.382733
-1,3000,15610.32657
-2,3000,15613.347682
-2,3000,15615.996942
0,3000,15619.460158
-1,3000,15623.831732
-1,3000,15629.909536
0,3000,15634.81345
-2,3000,15639.935104
0,3000,15645.131489
0,3000,15650.122527
-1,3000,15655.486049
1,3000,15661.169215
0,3000,15667.00846
0,3000,15672.856148
-1,3000,15678.144814
0,3000,15683.402626
-1,3000,15688.106928
0,3000,15693.303795
0,3000,15698.295577
0,3000,15704.09922
0,3000,15709.478114
1,3000,15715.033837
2,3000,15720.417596
-2,3000,15725.312219
0,3000,15730.235757
-1,3000,15735.119227
0,3000,15740.376374
-3,3000,15746.126137
-2,3000,15751.716535
0,3000,15756.783533
0,3000,15761.737833
0,3000,15766.564917
0,3000,15771.258676
0,3000,15775.997933
0,3000,15781.287204
0,3000,15788.134128
-1,3000,15793.607593
0,3000,15798.915515
0,3000,15804.233185
-1,3000,15809.207678
1,3000,15814.288108
0,3000,15819.155571
-1,3000,15824.678576
1,3000,15830.260264
-2,3000,15835.569402
0,3000,15840.826085
2,3000,15846.154338
0,3000,15851.584971
0,3000,15856.284277
0,3000,15861.22986
0,3000,15866.206876
0,3000,15870.86378
0,3000,15875.567961
0,3000,15880.328429
0,3000,15885.025189
-1,3000,15889.759017
1,3000,15894.54777
0,3000,15899.306898
0,3000,15904.022409
0,3000,15908.515429
0,3000,15913.195989
-2,3000,15917.884126
-1,3000,15922.529808
1,3000,15927.201064
0,3000,15931.913263
0,3000,15936.569071
1,3000,15941.269755
0,3000,15946.374385
0,3000,15951.141678
0,3000,15955.816103
0,3000,15960.483184
0,3000,15965.209173
1,3000,15969.946516
1,3000,15974.341249
0,3000,15979.042174
0,3000,15983.684567
0,3000,15988.40842
1,3000,15993.184973
1,3000,15997.888256
0,3000,16002.639549
1,3000,16007.383824
1,3000,16012.121062
1,3000,16016.788621
0,3000,16021.467987
0,3000,16026.1648
0,3000,16030.786294
0,3000,16035.527406
-2,3000,16039.988731
0,3000,16044.674593
0,3000,16049.381726
0,3000,16054.067022
-1,3000,16058.788056
0,3000,16063.481533
1,3000,16068.18153
-1,3000,16072.907033
-1,3000,16077.635434
4,3000,16082.335257
-1,3000,16087.075293
0,3000,16091.717702
1,3000,16096.375458
-2,3000,16101.082728
-1,3000,16105.700143
0,3000,16110.346514
0,3000,16115.025945
0,3000,16119.733821
0,3000,16124.701227
2,3000,16129.481617
0,3000,16134.230387
0,3000,16138.849653
0,3000,16143.576011
0,3000,16148.185772
0,3000,16152.987073
0,3000,16157.853837
0,3000,16162.541172
0,3000,16167.16357
0,3000,16171.907135
0,3000,16176.359571
0,3000,16181.02551
0,3000,16185.72389
0,3000,16190.493764
0,3000,16195.257131
-1,3000,16200.236969
0,3000,16205.147217
0,3000,16209.903306
0,3000,16214.578356
0,3000,16219.272505
-1,3000,16223.926111
1,3000,16228.620456
0,3000,16233.3349
-2,3000,16237.918154
2,3000,16242.336303
-1,3000,16247.026735
3,3000,16251.751137
1,3000,16256.475786
1,3000,16261.161058
1,3000,16265.932602
1,3000,16270.640743
0,3000,16275.376313
2,3000,16280.077991
0,3000,16284.763486
-1,3000,16289.484485
0,3000,16294.148721
0,3000,16298.803762
1,3000,16303.713221
-1,3000,16308.234359
0,3000,16313.013624
1,3000,16317.749271
0,3000,16322.463059
1,3000,16327.200615
0,3000,16331.918885
-1,3000,16336.705612
1,3000,16341.428985
2,3000,16346.103629
2,3000,16351.132602
0,3000,16355.733082
0,3000,16360.426177
-1,3000,16365.047313
-1,3000,16369.707917
-1,3000,16374.170533
0,3000,16378.884576
0,3000,16383.527754
-2,3000,16388.200295
0,3000,16392.914346
0,3000,16397.873549
1,3000,16402.533953
0,3000,16407.189808
0,3000,16411.95762
1,3000,16416.705316
0,3000,16421.49111
